slug,title,description,type,level,body_part,equipment_required,lugar_entrenamiento,met,ranking_score,rating,rating_desc
downward-facing-balance,Downward Facing Balance,,Fuerza,Principiante,Glúteos,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,4.0,Average
band-good-morning-pull-through,Band Good Morning (Pull Through),,Powerlifting,Principiante,Hamstrings,['Bandas'],['Casa'],4.0,0.383,8.3,Average
standing-hamstring-and-calf-stretch,Standing Hamstring and Calf Stretch,,Estiramiento,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,6.7,Average
hamstring-smr,Hamstring-SMR,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,5.5,Average
barbell-deadlift,Barbell Deadlift,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Barra']",['Casa'],5.0,0.517,9.4,Average
clean-deadlift,Clean Deadlift,,Olympic Weightlifting,Principiante,Hamstrings,['Barra'],['Casa'],4.0,0.383,9.4,Average
sumo-deadlift,Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",Powerlifting,Principiante,Hamstrings,['Barra'],['Casa'],4.0,0.383,9.3,Average
romanian-deadlift-from-deficit,Romanian Deadlift from Deficit,,Olympic Weightlifting,Principiante,Hamstrings,['Barra'],['Casa'],4.0,0.383,9.2,Average
power-snatch,Power Snatch,,Olympic Weightlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,9.2,Average
power-clean-from-blocks,Power Clean from Blocks,,Olympic Weightlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,9.2,Average
snatch-deadlift,Snatch Deadlift,,Olympic Weightlifting,Principiante,Hamstrings,['Barra'],['Casa'],4.0,0.383,8.9,Average
power-clean,Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,8.7,Average
hang-snatch,Hang Snatch,,Olympic Weightlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.7,Average
wide-stance-stiff-legs,Wide Stance Stiff Legs,,Olympic Weightlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.5,Average
clean,Clean,,Olympic Weightlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.5,Average
good-morning,Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Powerlifting,Intermedio,Hamstrings,['Barra'],['Casa'],4.0,0.383,8.5,Average
barbell-stiff-legged-deadlift,Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Fuerza,Intermedio,Hamstrings,['Barra'],['Casa'],5.0,0.467,8.3,Average
romanian-deadlift,Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Fuerza,Intermedio,Hamstrings,['Barra'],['Casa'],5.0,0.467,8.1,Average
sumo-deadlift-with-chains,Sumo Deadlift with Chains,,Powerlifting,Principiante,Hamstrings,['Barra'],['Casa'],4.0,0.383,7.8,Average
sumo-deadlift-with-bands,Sumo Deadlift with Bands,,Powerlifting,Principiante,Hamstrings,"['Barra', 'Bandas']",['Casa'],4.0,0.433,0.0,Average
good-morning-off-pins,Good Morning off Pins,,Powerlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,Average
stiff-legged-deadlift,Stiff-Legged Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Fuerza,Principiante,Hamstrings,['Barra'],['Casa'],5.0,0.467,0.0,Average
snatch-pull,Snatch Pull,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,Average
hanging-bar-good-morning,Hanging Bar Good Morning,,Powerlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,Average
reverse-band-sumo-deadlift,Reverse Band Sumo Deadlift,,Powerlifting,Principiante,Hamstrings,"['Barra', 'Bandas']",['Casa'],4.0,0.433,0.0,Average
muscle-snatch,Muscle Snatch,,Olympic Weightlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,Average
split-snatch,Split Snatch,,Olympic Weightlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,Average
hang-snatch-below-knees,Hang Snatch - Below Knees,,Olympic Weightlifting,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,Average
30-legs-sumo-deadlift,30 Legs Sumo Deadlift,,Fuerza,Intermedio,Hamstrings,['Barra'],['Casa'],5.0,0.467,,
kettlebell-pass-through-lunge,Kettlebell pass-through lunge,"The kettlebell pass-through lunge is a dynamic leg and core exercise in which a lifter passes a weight under their front leg during lunges. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulders, and upper back. It is most commonly performed for higher reps, such as 10-15 reps per side, or for time. It can work in circuit-style workouts, or in lower-body or full-body time-efficient training.",Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,8.7,Average
kettlebell-one-legged-deadlift,Kettlebell One-Legged Deadlift,"The kettlebell single-leg deadlift is a variation on the kettlebell deadlift where one foot stays planted on the ground while the other raises into the air at the bottom of the movement. It's popular in lower-body training for strength and muscle building, but also trains balance, grip, and the core muscles.",Fuerza,Intermedio,Hamstrings,['Barra'],['Casa'],5.0,0.467,8.6,Average
single-arm-kettlebell-clean,Single-arm kettlebell clean,"The single-arm kettlebell clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level in a single movement. While the kettlebell clean is often used as a transitional movement into the press or front squat, it is also a valuable strength and power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,8.6,Average
single-leg-kettlebell-deadlift,Single-leg kettlebell deadlift,"The kettlebell single-leg deadlift is a variation on the kettlebell deadlift where one foot stays planted on the ground while the other raises into the air at the bottom of the movement. It's popular in lower-body training for strength and muscle building, but also trains balance, grip, and the core muscles.",Fuerza,Intermedio,Hamstrings,['Barra'],['Casa'],5.0,0.467,8.2,Average
romanian-deadlift-with-kettlebell,Romanian Deadlift with Kettlebell,,Fuerza,Principiante,Hamstrings,['Barra'],['Casa'],5.0,0.467,8.0,Average
single-arm-kettlebell-swing,Single-arm kettlebell swing,"The single-arm kettlebell swing is a popular exercise emphasizing the muscles of the hamstrings, glutes, and back. Because you are only swinging with one arm at a time, it is also uniquely challenging to the grip and core muscles. It is often used to train explosive power, for aerobic or cardiovascular conditioning, or in circuit training.",Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,7.4,Average
kettlebell-dead-clean,Kettlebell Dead Clean,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,5.3,Average
alternating-hang-clean,Alternating Hang Clean,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,4.9,Average
one-arm-open-palm-kettlebell-clean,One-Arm Open Palm Kettlebell Clean,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,
open-palm-kettlebell-clean,Open Palm Kettlebell Clean,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,
kettlebell-hang-clean,Kettlebell Hang Clean,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,
double-kettlebell-alternating-hang-clean,Double Kettlebell Alternating Hang Clean,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,
romanian-deadlift-with-dumbbells,Romanian Deadlift With Dumbbells,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",Fuerza,Principiante,Hamstrings,"['Barra', 'Mancuernas']",['Casa'],5.0,0.517,9.4,Average
stiff-legged-dumbbell-deadlift,Stiff-Legged Dumbbell Deadlift,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",Fuerza,Intermedio,Hamstrings,"['Barra', 'Mancuernas']",['Casa'],5.0,0.517,8.8,Average
vertical-swing,Vertical Swing,,Plyometrics,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,7.5,Average
dumbbell-fix-dumbbell-swing,Dumbbell Fix Dumbbell Swing,,Fuerza,Intermedio,Hamstrings,['Mancuernas'],['Casa'],5.0,0.467,,
dumbbell-lying-hamstring-curl,Dumbbell Lying Hamstring Curl,,Fuerza,Intermedio,Hamstrings,"['Banco', 'Mancuernas']",['Casa'],5.0,0.517,,
30-legs-dumbbell-stiff-legged-deadlift,30 Legs Dumbbell Stiff-Legged Deadlift,,Fuerza,Intermedio,Hamstrings,"['Barra', 'Mancuernas']",['Casa'],5.0,0.517,,
box-jump,Box jump,"The box jump is an explosive exercise that strengthens the muscles of the lower body, including the quads, glutes, calves, and hamstrings. They also develop power in the lower body while revving the heart rate. Box jumps can be performed for low reps to focus on strength and power, or for higher reps for metabolic conditioning. Most coaches recommend stepping down rather than jumping down between reps.",Plyometrics,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.6,Average
box-jump-multiple-response,Box Jump (Multiple Response),"The box jump is a plyometric exercise that strengthens the muscles of the lower body, including the quads, glutes, calves and hamstrings. They also develop power in the lower-body while revving the heart rate.",Plyometrics,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.1,Average
sled-push,Sled push-,"The sled push is a conditioning exercise that targets the cardiovascular system and the muscles of the lower body. It involves pushing a sled along turf or another flat surface either for time or distance. Depending on your type of equipment, you may be pushing handles or straps in front of the sled. It can be used as part of a dynamic warm-up or for power training, as a finisher, or as part of a conditioning workout or circuit.",Cardio,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,7.4,Average
lying-hamstring,Lying Hamstring,,Estiramiento,Principiante,Hamstrings,['Banco'],['Casa'],2.0,0.217,6.3,Average
chair-leg-extended-stretch,Chair Leg Extended Stretch,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,2.4,Average
suspended-leg-curl,Suspended Leg Curl,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,Average
box-skip,Box Skip,,Plyometrics,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,Average
power-stairs,Power Stairs,,Strongman,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,Average
seated-hamstring-and-calf-stretch,Seated Hamstring and Calf Stretch,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,0.0,
hamstring-slide,Hamstring slide,"The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, bend your knees to pull both heels toward you. The sliding action requires a pad, cloth, or furniture sliders under the heels. These are considered more difficult than exercise ball hamstring curls and are a great primer movement before heavy squats or deadlifts, or as an accessory movement later in a lower-body workout.",Fuerza,Principiante,Hamstrings,"['Banco', 'Barra']",['Casa'],5.0,0.517,0.0,
seated-band-hamstring-curl,Seated Band Hamstring Curl,,Fuerza,Intermedio,Hamstrings,['Bandas'],['Casa'],5.0,0.467,0.0,
lying-cable-leg-curl,Lying cable leg curl,"The lying cable leg curl is a classic machine exercise for building greater muscle size and strength in the hamstrings. It's easy to learn, easy to master, and poses little in the way of injury risk. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of lower-body training.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Poleas', 'Máquina']",['Gimnasio'],5.0,0.567,,
standing-cable-leg-curl,Standing cable leg curl,"The standing cable leg curl is an isolation exercise for the hamstrings. It is often used as a variation of leg curl machines and for working each side independently. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of lower-body training.",Fuerza,Intermedio,Hamstrings,"['Poleas', 'Máquina']",['Gimnasio'],5.0,0.517,,
lying-leg-curls,Lying Leg Curls,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Fuerza,Principiante,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,8.9,Average
glute-ham-raise,Glute Ham Raise,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,Powerlifting,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.4,Average
reverse-hyperextension,Reverse Hyperextension,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,8.0,Average
seated-leg-curl,Seated Leg Curl,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,7.9,Average
standing-leg-curl,Standing Leg Curl,,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,7.4,Average
smith-machine-stiff-legged-deadlift,Smith machine stiff-legged deadlift,"The Smith machine stiff-legged deadlift is a machine-based exercise targeting the muscles of the hamstrings, glutes, and upper back. The Smith machine mimics a barbell but provides more stability. This movement can be programmed like a traditional stiff-legged or Romanian deadlift, in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Fuerza,Principiante,Hamstrings,"['Barra', 'Máquina']",['Gimnasio'],5.0,0.517,7.0,Average
lying-leg-curl-gethin-variation,Lying Leg Curl - Gethin Variation,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,,
paul-carter-leg-extension,Paul Carter Leg Extension,The leg extension is an isolation exercise for the quads.,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
lying-leg-curl,Lying leg curl,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,,
seated-hamstring-curl-gethin-variation,Seated Hamstring Curl - Gethin Variation,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,,
single-leg-lying-leg-curl,Single-leg lying leg curl,"The single-leg lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training. Performing it one leg a time allows you to focus on the mind-muscle connection of each leg and address muscle imbalances.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,,
leg-curl,Leg curl,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,,
leg-extension-gethin-variation,Leg Extension - Gethin Variation,The leg extension is an isolation exercise for the quads.,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
single-leg-leg-extension,Single-leg leg extension-,"The single-leg leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training. Performing it one leg a time allows you to focus on the mind-muscle connection of each leg and address muscle imbalances.",Fuerza,Intermedio,Hamstrings,['Máquina'],['Gimnasio'],5.0,0.467,,
lying-hamstring-curls-gethin-variation,Lying Hamstring Curls - Gethin Variation,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,,
am-seated-hamstring-curl,AM Seated Hamstring Curl,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,,
up-hamstring-curl,UP Hamstring Curl,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Máquina']",['Gimnasio'],5.0,0.517,,
30-legs-leg-extension,30 Legs Leg Extension,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
30-legs-seated-leg-curl,30 Legs Seated Leg Curl,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
natural-glute-ham-raise,Natural Glute Ham Raise,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,Fuerza,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,9.1,Average
standing-leg-swing,Standing leg swing,"The standing leg swing is a dynamic stretching exercise that involves moving one leg up in front of you, as if to punt an imaginary football. This is a classic move for warming up the body and stretching the hamstrings.",Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,8.4,Average
linear-acceleration-wall-drill,Linear Acceleration Wall Drill,,Plyometrics,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.3,Average
knee-tuck-jump,Knee Tuck Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Plyometrics,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,8.1,Average
leg-up-hamstring-stretch,Leg-Up Hamstring Stretch,,Estiramiento,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,7.8,Average
inchworm,Inchworm,The inchworm is a popular bodyweight exercise that involves “walking” the hands on the floor from a bent-over toe-touch position into a straight-arm plank. It is usually performed as part of a dynamic warm-up to help raise core body temperature and “limber up” the body from head to toe.,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,7.5,Average
moving-claw-series,Moving Claw Series,,Plyometrics,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,7.3,Average
lying-groin-stretch-with-band,Lying groin stretch with band,"The lying groin stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Estiramiento,Intermedio,Hamstrings,"['Banco', 'Bandas']",['Casa'],2.0,0.267,6.7,Average
90-90-hamstring,90/90 Hamstring,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,5.0,Average
world-s-greatest-stretch,World's greatest stretch,"The world's greatest stretch is a popular movement that earned its name because it targets multiple parts of the body, including the hips, shoulders, and thoracic spine, in a single sequence. This makes it a great dynamic warm-up, post-workout stretch, or mobility work you can do anytime.",Estiramiento,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,4.4,Average
the-straddle,The Straddle,,Estiramiento,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,4.3,Average
prone-manual-hamstring,Prone Manual Hamstring,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,0.0,
knee-to-chest,Knee To Chest,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,0.0,
hurdle-hops,Hurdle Hops,,Plyometrics,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
hip-stretch-with-twist,Hip Stretch With Twist,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,0.0,
linear-3-part-start-technique,Linear 3-Part Start Technique,,Plyometrics,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",4.0,0.383,0.0,
alternating-leg-swing,Alternating Leg Swing,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,0.0,
single-leg-balance-and-reach,Single-leg balance and reach,The single-leg balance and reach is an exercise that focuses on lower-body strength and stability.,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,0.0,
high-kick,High Kick,,Estiramiento,Principiante,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,0.0,Average
boss-everline-10-yard-sprints,Boss Everline 10-Yard Sprints,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
standing-hamstring-stretch,Standing hamstring stretch,"The standing hamstring stretch is an exercise that stretches the hamstrings, the muscles that cover the back of the thighs. It involves looping a band around one foot and then pulling it, which produces an intense stretch in the hamstrings. It can be performed prior to training the lower body or playing sports, or as a restorative stretch anytime.",Estiramiento,Intermedio,Hamstrings,['Bandas'],['Casa'],2.0,0.217,,
reverse-lunge,Reverse lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Estiramiento,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,,
hm-alternating-cross-lunge,HM Alternating Cross Lunge,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-alternating-front-kick,HM Alternating Front Kick,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-world-s-greatest-stretch,HM World's Greatest Stretch,,Estiramiento,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,,
hm-alternating-sprawl-kick-through,HM Alternating Sprawl Kick-Through,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-alternating-step-back,HM Alternating Step-Back,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-alternating-step-up-with-chair,HM Alternating Step-Up With Chair,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-right-knee-up,HM Right Knee-Up,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-low-lunge-with-external-twist,HM Low Lunge With External Twist,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-ninja-crawl,HM Ninja Crawl,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-pigeon-stretch,HM Pigeon Stretch,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
single-leg-deadlift-walk,Single-Leg Deadlift Walk,,Fuerza,Intermedio,Hamstrings,['Barra'],['Casa'],5.0,0.467,,
total-fitness-hamstring-slide,Total Fitness Hamstring Slide,"The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, you bend your knees to pull both heels toward you. The sliding action requires a pad, cloth, or furniture sliders under the heel. These are considered more difficult than exercise ball hamstring curls, and are a great primer movement before heavy squats or deadlifts, or as an accessory movement later in a lower-body workout.",Fuerza,Intermedio,Hamstrings,"['Banco', 'Barra']",['Casa'],5.0,0.517,,
30-legs-walking-lunge,30 Legs Walking Lunge,,Fuerza,Intermedio,Hamstrings,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
glute-ham-raise,Glute ham raise-,"The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD, or glute ham developer bench. The unassisted version of the movement requires serious hamstring strength, so it is more common to see versions that use a band or PVC pipe for assistance. It is commonly performed as an accessory movement for heavy barbell lifts. While a single rep may be a struggle at first, with time, strong athletes can build up to doing them for 8-12 reps per set.",Fuerza,Principiante,Hamstrings,"['Banco', 'Barra', 'Bandas']",['Casa'],5.0,0.567,9.1,Average
